"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s"
-0.17178,0.69874,-0.01384,0.52696,0.87048,0.98,50,0,1.3209910759,0.30800390642,0.23494333914,0.42149399984,0.24326874528,1.26619871584,0,1,1
-0.1531,0.68815,-0.01285,0.53505,0.8412,0.98,50,0,1.34997048605,0.3101449567,0.2315585395,0.42825504055,0.2450623306,1.265672153,0,1,1
-0.13442,0.67756,-0.01186,0.54314,0.81192,0.98,50,0,1.3789498962,0.31228600698,0.22817373986,0.43501608126,0.24685591592,1.26514559016,0,1,1
-0.11574,0.66697,-0.01087,0.55123,0.78264,0.98,50,0,1.40792930635,0.31442705726,0.22478894022,0.44177712197,0.24864950124,1.26461902732,0,1,1
-0.09706,0.65638,-0.00988,0.55932,0.75336,0.98,50,0,1.4369087165,0.31656810754,0.22140414058,0.44853816268,0.25044308656,1.26409246448,0,1,1
-0.07838,0.64579,-0.00889,0.56741,0.72408,0.98,50,0,1.46588812665,0.31870915782,0.21801934094,0.45529920339,0.25223667188,1.26356590164,0,1,1
-0.0597,0.6352,-0.0079,0.5755,0.6948,0.98,50,0,1.4948675368,0.3208502081,0.2146345413,0.4620602441,0.2540302572,1.2630393388,0,1,1
-0.03786,0.63972,-0.0083,0.60186,0.6775,0.98,50,0,1.50001189733,0.32013441854,0.21345758088,0.46247537716,0.25269231757,1.26708703191,0,1,1
-0.01602,0.64424,-0.0087,0.62822,0.6602,0.98,50,0,1.50515625786,0.31941862898,0.21228062046,0.46289051022,0.25135437794,1.27113472502,0,1,1
0.00581999999999999,0.64876,-0.0091,0.65458,0.6429,0.98,50,0,1.51030061839,0.31870283942,0.21110366004,0.46330564328,0.25001643831,1.27518241813,0,1,1
0.02766,0.65328,-0.0095,0.68094,0.6256,0.98,50,0,1.51544497892,0.31798704986,0.20992669962,0.46372077634,0.24867849868,1.27923011124,0,1,1
0.0495,0.6578,-0.0099,0.7073,0.6083,0.98,50,0,1.52058933945,0.3172712603,0.2087497392,0.4641359094,0.24734055905,1.28327780435,0,1,1
0.07134,0.66232,-0.0103,0.73366,0.591,0.98,50,0,1.52573369998,0.31655547074,0.20757277878,0.46455104246,0.24600261942,1.28732549746,0,1,1
0.09318,0.66684,-0.0107,0.76002,0.5737,0.98,50,0,1.53087806051,0.31583968118,0.20639581836,0.46496617552,0.24466467979,1.29137319057,0,1,1
0.11502,0.67136,-0.0111,0.78638,0.5564,0.98,50,0,1.53602242104,0.31512389162,0.20521885794,0.46538130858,0.24332674016,1.29542088368,0,1,1
0.13686,0.67588,-0.0115,0.81274,0.5391,0.98,50,0,1.54116678157,0.31440810206,0.20404189752,0.46579644164,0.24198880053,1.29946857679,0,1,1
0.1587,0.6804,-0.0119,0.8391,0.5218,0.98,50,0,1.5463111421,0.3136923125,0.2028649371,0.4662115747,0.2406508609,1.3035162699,0,1,1
0.16897,0.65645,-0.00477,0.82542,0.48758,0.98,50,0,1.53885148361,0.31317024907,0.20353846425,0.46571493503,0.24236071644,1.2928435476,0,1,1
0.17924,0.6325,0.00236,0.81174,0.45336,0.98,50,0,1.53139182512,0.31264818564,0.2042119914,0.46521829536,0.24407057198,1.2821708253,0,1,1
0.18951,0.60855,0.00949,0.79806,0.41914,0.98,50,0,1.52393216663,0.31212612221,0.20488551855,0.46472165569,0.24578042752,1.271498103,0,1,1
0.19978,0.5846,0.01662,0.78438,0.38492,0.98,50,0,1.51647250814,0.31160405878,0.2055590457,0.46422501602,0.24749028306,1.2608253807,0,1,1
0.21005,0.56065,0.02375,0.7707,0.3507,0.98,50,0,1.50901284965,0.31108199535,0.20623257285,0.46372837635,0.2492001386,1.2501526584,0,1,1
0.22032,0.5367,0.03088,0.75702,0.31648,0.98,50,0,1.50155319116,0.31055993192,0.2069061,0.46323173668,0.25090999414,1.2394799361,0,1,1
0.23059,0.51275,0.03801,0.74334,0.28226,0.98,50,0,1.49409353267,0.31003786849,0.20757962715,0.46273509701,0.25261984968,1.2288072138,0,1,1
0.24086,0.4888,0.04514,0.72966,0.24804,0.98,50,0,1.48663387418,0.30951580506,0.2082531543,0.46223845734,0.25432970522,1.2181344915,0,1,1
0.25113,0.46485,0.05227,0.71598,0.21382,0.98,50,0,1.47917421569,0.30899374163,0.20892668145,0.46174181767,0.25603956076,1.2074617692,0,1,1
0.2614,0.4409,0.0594,0.7023,0.1796,0.98,50,0,1.4717145572,0.3084716782,0.2096002086,0.461245178,0.2577494163,1.1967890469,0,1,1
0.25224,0.44044,0.06773,0.69268,0.1883,0.98,50,0,1.47684885301,0.30882643034,0.20912655785,0.46430291458,0.26154274255,1.18263516005,0,1,1
0.24308,0.43998,0.07606,0.68306,0.197,0.98,50,0,1.48198314882,0.30918118248,0.2086529071,0.46736065116,0.2653360688,1.1684812732,0,1,1
0.23392,0.43952,0.08439,0.67344,0.2057,0.98,50,0,1.48711744463,0.30953593462,0.20817925635,0.47041838774,0.26912939505,1.15432738635,0,1,1
0.22476,0.43906,0.09272,0.66382,0.2144,0.98,50,0,1.49225174044,0.30989068676,0.2077056056,0.47347612432,0.2729227213,1.1401734995,0,1,1
0.2156,0.4386,0.10105,0.6542,0.2231,0.98,50,0,1.49738603625,0.3102454389,0.20723195485,0.4765338609,0.27671604755,1.12601961265,0,1,1
0.20644,0.43814,0.10938,0.64458,0.2318,0.98,50,0,1.50252033206,0.31060019104,0.2067583041,0.47959159748,0.2805093738,1.1118657258,0,1,1
0.19728,0.43768,0.11771,0.63496,0.2405,0.98,50,0,1.50765462787,0.31095494318,0.20628465335,0.48264933406,0.28430270005,1.09771183895,0,1,1
0.18812,0.43722,0.12604,0.62534,0.2492,0.98,50,0,1.51278892368,0.31130969532,0.2058110026,0.48570707064,0.2880960263,1.0835579521,0,1,1
0.17896,0.43676,0.13437,0.61572,0.2579,0.98,50,0,1.51792321949,0.31166444746,0.20533735185,0.48876480722,0.29188935255,1.06940406525,0,1,1
0.1698,0.4363,0.1427,0.6061,0.2666,0.98,50,0,1.5230575153,0.3120191996,0.2048637011,0.4918225438,0.2956826788,1.0552501784,0,1,1
0.17148,0.45347,0.14222,0.62495,0.28209,0.98,50,0,1.48444940566,0.31022440963,0.21024165808,0.48416951462,0.28861715164,1.08040759766,0,1,1
0.17316,0.47064,0.14174,0.6438,0.29758,0.98,50,0,1.44584129602,0.30842961966,0.21561961506,0.47651648544,0.28155162448,1.10556501692,0,1,1
0.17484,0.48781,0.14126,0.66265,0.31307,0.98,50,0,1.40723318638,0.30663482969,0.22099757204,0.46886345626,0.27448609732,1.13072243618,0,1,1
0.17652,0.50498,0.14078,0.6815,0.32856,0.98,50,0,1.36862507674,0.30484003972,0.22637552902,0.46121042708,0.26742057016,1.15587985544,0,1,1
0.1782,0.52215,0.1403,0.70035,0.34405,0.98,50,0,1.3300169671,0.30304524975,0.231753486,0.4535573979,0.260355043,1.1810372747,0,1,1
0.17988,0.53932,0.13982,0.7192,0.35954,0.98,50,0,1.29140885746,0.30125045978,0.23713144298,0.44590436872,0.25328951584,1.20619469396,0,1,1
0.18156,0.55649,0.13934,0.73805,0.37503,0.98,50,0,1.25280074782,0.29945566981,0.24250939996,0.43825133954,0.24622398868,1.23135211322,0,1,1
0.18324,0.57366,0.13886,0.7569,0.39052,0.98,50,0,1.21419263818,0.29766087984,0.24788735694,0.43059831036,0.23915846152,1.25650953248,0,1,1
0.18492,0.59083,0.13838,0.77575,0.40601,0.98,50,0,1.17558452854,0.29586608987,0.25326531392,0.42294528118,0.23209293436,1.28166695174,0,1,1
0.1866,0.608,0.1379,0.7946,0.4215,0.98,50,0,1.1369764189,0.2940712999,0.2586432709,0.415292252,0.2250274072,1.306824371,0,1,1
0.1665,0.64127,0.14199,0.80777,0.47486,0.98,50.3,0.1,1.1290152818,0.29232732793,0.25894129718,0.42002070836,0.22932662827,1.27935511746,0,1,1
0.1464,0.67454,0.14608,0.82094,0.52822,0.98,50.6,0.2,1.1210541447,0.29058335596,0.25923932346,0.42474916472,0.23362584934,1.25188586392,0,1,1
0.1263,0.70781,0.15017,0.83411,0.58158,0.98,50.9,0.3,1.1130930076,0.28883938399,0.25953734974,0.42947762108,0.23792507041,1.22441661038,0,1,1
0.1062,0.74108,0.15426,0.84728,0.63494,0.98,51.2,0.4,1.1051318705,0.28709541202,0.25983537602,0.43420607744,0.24222429148,1.19694735684,0,1,1
0.0861,0.77435,0.15835,0.86045,0.6883,0.98,51.5,0.5,1.0971707334,0.28535144005,0.2601334023,0.4389345338,0.24652351255,1.1694781033,0,1,1
0.066,0.80762,0.16244,0.87362,0.74166,0.98,51.8,0.6,1.0892095963,0.28360746808,0.26043142858,0.44366299016,0.25082273362,1.14200884976,0,1,1
0.0459,0.84089,0.16653,0.88679,0.79502,0.98,52.1,0.7,1.0812484592,0.28186349611,0.26072945486,0.44839144652,0.25512195469,1.11453959622,0,1,1
0.0258,0.87416,0.17062,0.89996,0.84838,0.98,52.4,0.8,1.0732873221,0.28011952414,0.26102748114,0.45311990288,0.25942117576,1.08707034268,0,1,1
0.00570000000000001,0.90743,0.17471,0.91313,0.90174,0.98,52.7,0.9,1.065326185,0.27837555217,0.26132550742,0.45784835924,0.26372039683,1.05960108914,0,1,1
-0.0144,0.9407,0.1788,0.9263,0.9551,0.98,53,1,1.0573650479,0.2766315802,0.2616235337,0.4625768156,0.2680196179,1.0321318356,0,1,1
0.00279,0.95491,0.16884,0.9577,0.95211,0.965,53.6,1,1.03594292292,0.27324979117,0.26425978983,0.45863633387,0.2684849667,1.0179680246,0,1,1
0.01998,0.96912,0.15888,0.9891,0.94912,0.95,54.2,1,1.01452079794,0.26986800214,0.26689604596,0.45469585214,0.2689503155,1.0038042136,0,1,1
0.03717,0.98333,0.14892,1.0205,0.94613,0.935,54.8,1,0.99309867296,0.26648621311,0.26953230209,0.45075537041,0.2694156643,0.9896404026,0,1,1
0.05436,0.99754,0.13896,1.0519,0.94314,0.92,55.4,1,0.97167654798,0.26310442408,0.27216855822,0.44681488868,0.2698810131,0.9754765916,0,1,1
0.07155,1.01175,0.129,1.0833,0.94015,0.905,56,1,0.950254423,0.25972263505,0.27480481435,0.44287440695,0.2703463619,0.9613127806,0,1,1
0.08874,1.02596,0.11904,1.1147,0.93716,0.89,56.6,1,0.92883229802,0.25634084602,0.27744107048,0.43893392522,0.2708117107,0.9471489696,0,1,1
0.10593,1.04017,0.10908,1.1461,0.93417,0.875,57.2,1,0.90741017304,0.25295905699,0.28007732661,0.43499344349,0.2712770595,0.9329851586,0,1,1
0.12312,1.05438,0.09912,1.1775,0.93118,0.86,57.8,1,0.88598804806,0.24957726796,0.28271358274,0.43105296176,0.2717424083,0.9188213476,0,1,1
0.14031,1.06859,0.08916,1.2089,0.92819,0.845,58.4,1,0.86456592308,0.24619547893,0.28534983887,0.42711248003,0.2722077571,0.9046575366,0,1,1
0.1575,1.0828,0.0792,1.2403,0.9252,0.83,59,1,0.8431437981,0.2428136899,0.287986095,0.4231719983,0.2726731059,0.8904937256,0,1,1
0.91537,-0.10319,0.03405,0.81218,-1.01865,0.811,59.1,1,0.81594298964,0.23860947333,0.29434051821,0.42695911788,0.26858266141,0.88807018216,0,1,1
1.67324,-1.28918,-0.0111,0.38406,-2.9625,0.792,59.2,1,0.78874218118,0.23440525676,0.30069494142,0.43074623746,0.26449221692,0.88564663872,0,1,1
2.43111,-2.47517,-0.05625,-0.0440600000000002,-4.90635,0.773,59.3,1,0.76154137272,0.23020104019,0.30704936463,0.43453335704,0.26040177243,0.88322309528,0,1,1
3.18898,-3.66116,-0.1014,-0.47218,-6.8502,0.754,59.4,1,0.73434056426,0.22599682362,0.31340378784,0.43832047662,0.25631132794,0.88079955184,0,1,1
3.94685,-4.84715,-0.14655,-0.9003,-8.79405,0.735,59.5,1,0.7071397558,0.22179260705,0.31975821105,0.4421075962,0.25222088345,0.8783760084,0,1,1
4.70472,-6.03314,-0.1917,-1.32842,-10.7379,0.716,59.6,1,0.67993894734,0.21758839048,0.32611263426,0.44589471578,0.24813043896,0.87595246496,0,1,1
5.46259,-7.21913,-0.23685,-1.75654,-12.68175,0.697,59.7,1,0.65273813888,0.21338417391,0.33246705747,0.44968183536,0.24403999447,0.87352892152,0,1,1
6.22046,-8.40512,-0.282,-2.18466,-14.6256,0.678,59.8,1,0.62553733042,0.20917995734,0.33882148068,0.45346895494,0.23994954998,0.87110537808,0,1,1
6.97833,-9.59111,-0.32715,-2.61278,-16.56945,0.659,59.9,1,0.59833652196,0.20497574077,0.34517590389,0.45725607452,0.23585910549,0.86868183464,0,1,1
7.7362,-10.7771,-0.3723,-3.0409,-18.5133,0.64,60,1,0.5711357135,0.2007715242,0.3515303271,0.4610431941,0.231768661,0.8662582912,0,1,1
8.60721,-11.63834,-0.41366,-3.03113,-20.24555,0.633,59.9,1,0.56431986331,0.20046824528,0.35569095123,0.46031257547,0.23046764538,0.87002379801,0,1,1
9.47822,-12.49958,-0.45502,-3.02136,-21.9778,0.626,59.8,1,0.55750401312,0.20016496636,0.35985157536,0.45958195684,0.22916662976,0.87378930482,0,1,1
10.34923,-13.36082,-0.49638,-3.01159,-23.71005,0.619,59.7,1,0.55068816293,0.19986168744,0.36401219949,0.45885133821,0.22786561414,0.87755481163,0,1,1
11.22024,-14.22206,-0.53774,-3.00182,-25.4423,0.612,59.6,1,0.54387231274,0.19955840852,0.36817282362,0.45812071958,0.22656459852,0.88132031844,0,1,1
12.09125,-15.0833,-0.5791,-2.99205,-27.17455,0.605,59.5,1,0.53705646255,0.1992551296,0.37233344775,0.45739010095,0.2252635829,0.88508582525,0,1,1
12.96226,-15.94454,-0.62046,-2.98228,-28.9068,0.598,59.4,1,0.53024061236,0.19895185068,0.37649407188,0.45665948232,0.22396256728,0.88885133206,0,1,1
13.83327,-16.80578,-0.66182,-2.97251,-30.63905,0.591,59.3,1,0.52342476217,0.19864857176,0.38065469601,0.45592886369,0.22266155166,0.89261683887,0,1,1
14.70428,-17.66702,-0.70318,-2.96274,-32.3713,0.584,59.2,1,0.51660891198,0.19834529284,0.38481532014,0.45519824506,0.22136053604,0.89638234568,0,1,1
15.57529,-18.52826,-0.74454,-2.95297,-34.10355,0.577,59.1,1,0.50979306179,0.19804201392,0.38897594427,0.45446762643,0.22005952042,0.90014785249,0,1,1
16.4463,-19.3895,-0.7859,-2.9432,-35.8358,0.57,59,1,0.5029772116,0.197738735,0.3931365684,0.4537370078,0.2187585048,0.9039133593,0,1,1
17.18343,-19.97482,-0.82179,-2.79139,-37.15826,0.559,59,1,0.49185115988,0.1948557753,0.39694314115,0.45014552513,0.21702721376,0.89737053766,0,1,1
17.92056,-20.56014,-0.85768,-2.63958,-38.48072,0.548,59,1,0.48072510816,0.1919728156,0.4007497139,0.44655404246,0.21529592272,0.89082771602,0,1,1
18.65769,-21.14546,-0.89357,-2.48777,-39.80318,0.537,59,1,0.46959905644,0.1890898559,0.40455628665,0.44296255979,0.21356463168,0.88428489438,0,1,1
19.39482,-21.73078,-0.92946,-2.33596,-41.12564,0.526,59,1,0.45847300472,0.1862068962,0.4083628594,0.43937107712,0.21183334064,0.87774207274,0,1,1
20.13195,-22.3161,-0.96535,-2.18415,-42.4481,0.515,59,1,0.447346953,0.1833239365,0.41216943215,0.43577959445,0.2101020496,0.8711992511,0,1,1
20.86908,-22.90142,-1.00124,-2.03234,-43.77056,0.504,59,1,0.43622090128,0.1804409768,0.4159760049,0.43218811178,0.20837075856,0.86465642946,0,1,1
21.60621,-23.48674,-1.03713,-1.88053,-45.09302,0.493,59,1,0.42509484956,0.1775580171,0.41978257765,0.42859662911,0.20663946752,0.85811360782,0,1,1
22.34334,-24.07206,-1.07302,-1.72872,-46.41548,0.482,59,1,0.41396879784,0.1746750574,0.4235891504,0.42500514644,0.20490817648,0.85157078618,0,1,1
23.08047,-24.65738,-1.10891,-1.57691,-47.73794,0.471,59,1,0.40284274612,0.1717920977,0.42739572315,0.42141366377,0.20317688544,0.84502796454,0,1,1
23.8176,-25.2427,-1.1448,-1.4251,-49.0604,0.46,59,1,0.3917166944,0.168909138,0.4312022959,0.4178221811,0.2014455944,0.8384851429,0,1,1
24.29158,-25.71007,-1.18758,-1.41848,-50.00174,0.454,58.6,1,0.37771651168,0.16462298612,0.43815762227,0.42532139308,0.20403934786,0.81007065299,0,1,1
24.76556,-26.17744,-1.23036,-1.41186,-50.94308,0.448,58.2,1,0.36371632896,0.16033683424,0.44511294864,0.43282060506,0.20663310132,0.78165616308,0,1,1
25.23954,-26.64481,-1.27314,-1.40524,-51.88442,0.442,57.8,1,0.34971614624,0.15605068236,0.45206827501,0.44031981704,0.20922685478,0.75324167317,0,1,1
25.71352,-27.11218,-1.31592,-1.39862,-52.82576,0.436,57.4,1,0.33571596352,0.15176453048,0.45902360138,0.44781902902,0.21182060824,0.72482718326,0,1,1
26.1875,-27.57955,-1.3587,-1.392,-53.7671,0.43,57,1,0.3217157808,0.1474783786,0.46597892775,0.455318241,0.2144143617,0.69641269335,0,1,1
26.66148,-28.04692,-1.40148,-1.38538,-54.70844,0.424,56.6,1,0.30771559808,0.14319222672,0.47293425412,0.46281745298,0.21700811516,0.66799820344,0,1,1
27.13546,-28.51429,-1.44426,-1.37876,-55.64978,0.418,56.2,1,0.29371541536,0.13890607484,0.47988958049,0.47031666496,0.21960186862,0.63958371353,0,1,1
27.60944,-28.98166,-1.48704,-1.37214,-56.59112,0.412,55.8,1,0.27971523264,0.13461992296,0.48684490686,0.47781587694,0.22219562208,0.61116922362,0,1,1
28.08342,-29.44903,-1.52982,-1.36552,-57.53246,0.406,55.4,1,0.26571504992,0.13033377108,0.49380023323,0.48531508892,0.22478937554,0.58275473371,0,1,1
28.5574,-29.9164,-1.5726,-1.3589,-58.4738,0.4,55,1,0.2517148672,0.1260476192,0.5007555596,0.4928143009,0.227383129,0.5543402438,0,1,1
28.69664,-30.12328,-1.61849,-1.42655,-58.81992,0.4,53.8,1,0.25016083597,0.12606258199,0.50411389163,0.48735665762,0.22244627464,0.56979774037,0,1,1
28.83588,-30.33016,-1.66438,-1.4942,-59.16604,0.4,52.6,1,0.24860680474,0.12607754478,0.50747222366,0.48189901434,0.21750942028,0.58525523694,0,1,1
28.97512,-30.53704,-1.71027,-1.56185,-59.51216,0.4,51.4,1,0.24705277351,0.12609250757,0.51083055569,0.47644137106,0.21257256592,0.60071273351,0,1,1
29.11436,-30.74392,-1.75616,-1.6295,-59.85828,0.4,50.2,1,0.24549874228,0.12610747036,0.51418888772,0.47098372778,0.20763571156,0.61617023008,0,1,1
29.2536,-30.9508,-1.80205,-1.69715,-60.2044,0.4,49,1,0.24394471105,0.12612243315,0.51754721975,0.4655260845,0.2026988572,0.63162772665,0,1,1
29.39284,-31.15768,-1.84794,-1.7648,-60.55052,0.4,47.8,1,0.24239067982,0.12613739594,0.52090555178,0.46006844122,0.19776200284,0.64708522322,0,1,1
29.53208,-31.36456,-1.89383,-1.83245,-60.89664,0.4,46.6,1,0.24083664859,0.12615235873,0.52426388381,0.45461079794,0.19282514848,0.66254271979,0,1,1
29.67132,-31.57144,-1.93972,-1.9001,-61.24276,0.4,45.4,1,0.23928261736,0.12616732152,0.52762221584,0.44915315466,0.18788829412,0.67800021636,0,1,1
29.81056,-31.77832,-1.98561,-1.96775,-61.58888,0.4,44.2,1,0.23772858613,0.12618228431,0.53098054787,0.44369551138,0.18295143976,0.69345771293,0,1,1
29.9498,-31.9852,-2.0315,-2.0354,-61.935,0.4,43,1,0.2361745549,0.1261972471,0.5343388799,0.4382378681,0.1780145854,0.7089152095,0,1,1
29.90742,-32.17502,-2.06094,-2.2676,-62.08244,0.399,42.6,1,0.22915229667,0.12348150546,0.54058480718,0.43519117188,0.17839410856,0.6924981016,0,1,1
29.86504,-32.36484,-2.09038,-2.4998,-62.22988,0.398,42.2,1,0.22213003844,0.12076576382,0.54683073446,0.43214447566,0.17877363172,0.6760809937,0,1,1
29.82266,-32.55466,-2.11982,-2.732,-62.37732,0.397,41.8,1,0.21510778021,0.11805002218,0.55307666174,0.42909777944,0.17915315488,0.6596638858,0,1,1
